arm,reward
3,5.1
0,4.31
1,4.36
3,5.38
4,2.96
1,3.6
2,5.76
3,6.84
5,4.4
2,4.17
2,5.78
4,5.24
2,4.63
4,3.21
1,6.33
4,2.83
5,4.26
5,1.05
2,4.19
2,3.53
2,5.11
5,3.81
5,1.61
4,3.72
3,4.87
5,7.0
4,5.55
0,3.84
1,3.14
2,5.01
0,2.49
4,6.01
0,1.34
4,3.17
5,6.34
0,2.89
5,6.13
3,4.65
0,2.48
5,3.15
3,6.23
5,4.05
5,4.91
3,5.06
4,5.17
4,4.58
0,7.0
5,6.03
3,5.11
1,4.38
4,4.28
2,3.65
0,1.91
5,2.62
0,1.6
0,4.14
4,5.42
3,4.48
5,2.7
1,6.52
2,3.41
1,7.0
5,7.0
0,0.0
2,4.27
1,4.66
0,6.6
2,6.63
1,4.87
5,3.55
4,3.85
4,6.54
4,4.42
5,5.66
1,5.09
0,4.21
3,4.62
1,3.89
5,3.44
3,5.97
3,5.17
1,3.33
2,5.34
1,2.61
0,2.37
1,6.48
2,5.7
5,5.42
2,4.41
4,5.1
4,5.71
5,5.94
2,4.9
5,4.67
5,4.32
0,0.73
5,4.09
3,6.32
1,6.93
0,1.46
1,6.51
5,1.46
3,4.22
0,4.57
1,5.61
4,5.98
3,4.86
3,3.9
5,4.51
0,3.02
3,5.25
0,0.0
1,7.0
3,5.02
3,5.19
0,7.0
5,1.67
1,7.0
5,4.85
3,4.87
4,2.54
5,5.49
2,4.74
4,4.43
0,0.42
3,5.94
2,4.51
5,5.78
0,4.55
3,5.47
2,4.57
4,5.07
2,4.16
5,3.38
4,5.2
1,4.7
3,5.84
3,5.65
4,4.68
3,5.41
3,5.15
5,4.11
5,6.14
3,3.9
1,4.56
3,4.49
2,6.18
0,6.3
3,3.82
0,5.22
4,6.19
4,4.52
4,4.68
3,4.57
2,3.12
1,4.54
0,2.19
1,6.32
5,4.61
2,3.96
4,2.59
3,5.65
1,4.86
3,5.39
1,6.91
1,4.65
1,5.67
5,5.55
3,5.3
5,5.04
1,4.44
3,4.86
2,5.49
2,6.41
2,5.13
4,4.88
0,3.06
1,6.04
3,3.12
2,6.14
1,5.07
0,3.93
5,5.86
5,7.0
2,4.56
3,5.14
4,6.4
0,6.06
0,0.0
1,2.81
2,5.48
3,5.25
2,3.81
2,4.52
0,4.87
4,6.49
4,6.25
0,2.7
1,4.11
0,6.2
1,5.45
1,4.47
5,3.42
1,3.45
2,5.92
4,3.28
4,5.83
0,3.13
0,1.69
4,5.31
1,5.03
5,7.0
0,5.56
4,3.13
5,3.32
5,4.5
2,5.17
3,4.75
5,5.55
3,3.06
3,4.14
2,4.94
5,2.44
1,5.45
4,3.29
0,2.12
5,5.08
5,6.57
2,5.67
5,3.2
1,5.73
4,5.86
5,4.09
0,0.0
5,4.91
3,4.55
3,6.98
0,4.64
4,6.58
5,5.88
1,3.64
5,4.12
5,5.75
5,4.26
5,7.0
5,6.75
5,6.37
3,4.57
4,3.57
3,4.34
0,3.35
3,6.51
3,5.22
5,4.34
2,4.72
2,5.95
1,5.59
3,4.3
5,7.0
4,3.41
4,4.56
3,6.07
5,7.0
5,4.43
3,6.45
1,4.4
4,4.46
1,4.08
4,5.83
4,4.58
4,5.28
5,4.5
4,3.57
0,7.0
0,6.82
5,2.79
5,3.93
0,5.63
5,7.0
5,5.03
5,5.33
3,5.93
3,4.42
1,5.29
0,7.0
2,4.06
0,2.43
5,5.04
1,3.87
5,2.94
1,4.96
3,4.21
2,4.34
3,4.21
4,5.09
0,1.03
4,3.26
5,1.19
2,3.5
5,2.01
2,4.04
5,3.27
0,0.45
1,4.51
3,6.5
4,5.19
0,2.41
1,4.19
4,5.17
3,5.5
4,2.88
4,5.59
2,5.06
0,2.38
3,7.0
0,4.83
0,4.12
3,5.06
5,2.95
1,5.93
2,4.9
4,6.13
4,4.81
3,3.4
0,3.4
4,2.97
5,4.58
1,6.12
3,5.14
0,3.64
0,5.67
4,5.98
0,1.49
0,2.3
3,5.58
2,6.09
2,6.08
1,4.2
2,3.39
3,3.79
0,2.97
4,4.93
1,4.69
1,6.11
1,3.63
5,3.74
0,3.6
0,0.52
0,2.41
1,5.06
2,4.12
1,4.34
3,4.15
2,4.12
1,3.91
5,2.98
2,4.35
4,5.05
4,3.66
3,3.59
0,3.9
4,2.35
1,5.84
0,0.97
0,7.0
0,0.0
4,5.04
0,1.78
3,4.33
4,5.68
1,4.01
2,4.68
3,6.09
4,5.33
3,4.36
4,4.49
1,6.93
0,2.57
3,3.76
3,3.82
4,5.43
5,2.43
1,6.13
0,4.86
1,3.78
5,4.74
5,5.65
2,5.12
1,6.52
5,4.66
4,5.3
1,4.65
1,3.53
4,5.96
1,4.76
2,2.93
1,5.48
0,4.58
4,5.96
5,1.88
4,4.08
3,4.9
3,4.5
2,5.78
5,4.13
4,4.57
5,1.57
5,1.72
2,3.14
3,5.47
3,2.96
5,4.3
2,4.94
3,5.53
1,2.85
5,5.32
0,5.88
4,4.81
5,5.3
0,4.08
3,5.63
5,3.48
4,4.11
5,3.5
3,5.37
5,3.58
3,3.5
0,4.83
1,6.38
3,5.64
3,3.91
0,3.52
4,5.38
4,3.33
3,5.79
0,3.13
5,3.3
3,4.84
1,3.79
1,2.71
3,5.63
1,5.25
1,3.74
0,4.42
4,5.53
3,4.91
4,4.36
1,5.56
1,4.05
2,5.2
3,5.17
5,4.01
1,6.75
3,5.34
3,5.19
1,6.83
3,4.58
0,0.43
0,3.9
2,4.42
3,4.31
5,4.5
3,7.0
3,5.12
4,5.25
0,3.87
5,2.8
4,3.99
2,4.78
5,6.7
1,3.48
2,4.89
1,4.7
3,3.6
4,5.2
3,3.53
1,5.34
2,5.9
4,5.01
3,6.26
2,4.78
1,2.56
5,2.89
0,2.72
0,2.91
3,5.68
3,6.41
2,5.68
4,4.2
2,4.61
0,4.78
5,5.75
1,5.0
5,4.24
4,4.28
4,5.7
0,2.41
1,5.9
4,3.41
5,7.0
5,4.35
1,6.36
1,2.46
1,5.56
3,7.0
3,5.52
5,3.11
3,5.05
4,5.48
5,4.65
5,2.45
1,3.96
5,4.07
0,3.8
3,4.21
3,5.99
0,3.61
2,4.52
5,3.62
1,3.23
0,5.31
5,2.93
0,7.0
3,5.2
4,6.11
2,4.35
3,5.46
5,1.58
5,2.2
3,5.31
0,6.5
5,4.57
4,1.98
0,3.72
2,5.07
5,3.79
4,3.62
1,5.46
3,3.39
3,6.24
1,4.06
3,5.98
1,5.27
1,3.38
0,3.52
0,4.91
0,5.09
5,4.32
1,3.56
4,5.69
1,4.45
5,4.77
3,6.21
1,4.01
5,6.48
4,4.84
5,3.15
2,5.44
3,4.48
0,0.0
2,5.22
3,5.75
4,3.52
0,2.0
0,1.62
5,7.0
2,6.35
2,4.88
5,6.98
1,5.56
4,5.62
4,3.92
2,4.67
1,4.29
2,5.5
3,6.55
4,7.0
2,3.84
0,5.43
3,5.73
5,3.14
3,5.21
1,4.9
0,3.03
3,4.78
4,6.53
5,5.72
1,6.75
2,5.63
3,3.74
2,5.23
3,2.85
4,4.16
4,5.82
1,4.59
4,6.77
2,5.28
2,4.37
1,5.21
0,6.01
0,7.0
2,5.32
1,3.99
2,4.48
2,6.37
2,6.3
1,4.72
3,4.61
1,4.09
5,2.9
0,1.4
2,4.99
4,3.75
1,2.52
3,5.09
5,2.47
0,7.0
3,5.02
3,7.0
3,4.75
5,0.55
5,4.48
1,4.52
5,1.9
5,5.05
3,5.93
1,3.69
5,5.09
3,4.57
4,2.59
2,4.72
3,3.59
3,5.63
0,0.0
3,7.0
1,6.87
1,6.52
3,5.31
2,5.35
4,4.33
2,5.03
4,4.66
3,5.44
2,4.92
4,3.27
0,5.51
1,1.32
5,4.63
1,5.14
0,3.87
0,3.2
0,3.68
4,5.83
1,4.37
2,5.12
4,4.57
4,3.21
0,4.54
4,5.15
0,2.92
4,4.58
2,6.48
3,3.59
0,3.33
3,4.88
1,4.65
0,3.04
3,3.47
2,5.06
2,5.73
3,4.13
5,2.34
2,4.01
2,4.94
1,5.83
5,2.73
4,6.43
5,3.43
5,6.11
0,3.76
0,3.33
2,5.35
3,5.55
3,3.64
2,5.34
2,4.04
4,3.92
5,5.1
4,4.24
0,3.77
0,7.0
2,5.34
2,5.58
2,4.96
3,5.46
5,3.82
4,4.39
2,4.14
3,6.01
3,4.17
4,3.1
1,4.17
2,4.8
5,5.17
2,5.57
0,5.0
4,5.73
4,3.87
5,4.7
2,3.88
0,3.14
1,4.14
3,3.85
3,3.81
2,4.4
2,4.5
0,4.67
3,5.52
0,6.66
3,5.05
5,4.61
0,0.0
1,5.8
5,2.95
3,4.16
3,4.81
3,5.76
1,2.88
5,6.08
2,4.11
1,5.41
3,5.26
0,6.19
3,5.68
4,4.11
0,5.99
1,5.5
1,4.8
1,4.61
4,4.3
0,0.0
4,5.72
5,6.5
2,4.14
3,3.99
1,4.24
3,5.57
3,5.01
0,4.54
3,5.02
0,6.77
1,3.53
4,4.49
5,3.97
5,4.34
0,4.32
2,6.03
3,6.42
4,4.41
1,5.49
4,5.26
5,4.93
1,2.65
3,6.25
1,4.92
0,4.39
1,4.7
0,6.55
4,6.46
5,2.1
1,5.3
4,5.15
5,4.4
3,3.15
5,3.3
2,4.05
3,5.81
0,5.18
3,4.7
0,2.96
1,4.28
1,2.48
2,4.69
0,2.69
5,3.74
1,4.84
4,5.4
2,6.57
3,5.26
1,4.91
2,5.37
2,5.58
0,2.57
5,2.27
4,3.98
1,5.02
4,4.27
4,2.93
1,6.38
2,6.53
0,6.88
3,4.44
3,5.41
1,5.31
5,1.64
2,4.75
5,3.11
1,6.19
3,3.6
0,4.29
1,3.57
2,4.18
1,4.15
3,6.29
2,3.6
0,5.02
1,5.49
4,4.34
4,6.1
2,4.43
4,4.92
1,4.99
2,4.76
1,4.07
4,3.57
3,4.92
4,5.59
4,3.39
2,5.04
2,3.94
2,4.71
4,2.98
3,6.32
1,4.89
3,5.6
1,5.51
2,4.5
4,6.45
2,5.25
0,1.31
4,5.18
4,3.19
0,0.69
4,4.37
5,1.43
0,4.03
3,4.41
0,3.0
3,4.29
3,4.24
2,4.78
3,6.04
4,5.6
1,6.16
5,7.0
3,5.47
4,6.14
1,4.79
1,5.71
4,4.49
4,3.79
3,4.78
4,4.07
1,4.49
0,0.0
2,4.82
5,6.43
2,3.48
4,3.39
5,4.77
3,4.65
0,5.12
1,5.07
2,5.23
4,4.21
4,5.99
3,4.24
5,2.25
3,3.5
0,4.27
1,6.11
5,3.43
3,4.84
0,7.0
4,3.78
0,4.72
0,3.48
4,4.78
1,2.83
4,2.89
2,3.49
2,5.58
4,3.77
1,4.17
4,2.61
2,5.87
2,6.9
3,5.42
3,4.78
1,5.6
0,0.67
1,5.3
1,3.76
0,7.0
3,5.78
4,4.13
3,6.0
5,2.99
0,7.0
5,0.72
1,4.35
3,3.76
4,4.65
3,5.85
3,3.91
4,4.42
4,4.94
5,3.84
1,4.69
4,5.63
1,3.96
2,4.15
0,6.57
0,4.11
3,4.54
1,3.38
0,4.06
2,3.19
2,4.92
5,2.57
2,4.22
4,4.93
0,5.16
2,3.82
3,5.16
4,6.65
4,5.61
0,2.36
5,3.65
0,4.12
3,4.41
5,6.52
2,5.78
5,3.59
3,4.33
0,1.45
4,4.1
5,4.94
0,3.34
2,5.2
1,6.57
0,2.37
5,3.02
1,2.85
0,4.69
1,4.74
5,5.13
0,6.16
2,4.94
2,4.52
2,3.74
2,4.44
4,2.84
3,5.62
1,2.75
4,3.34
4,4.33
5,7.0
4,6.49
4,3.28
4,2.31
5,3.93
3,5.23
5,4.76
0,3.83
4,3.9
2,3.72
5,4.09
4,5.81
0,4.7
2,5.63
3,6.02
2,7.0
0,5.12
5,3.68
5,0.94
0,7.0
5,6.67
0,1.19
1,4.93
1,4.79
3,4.78
2,5.44
0,4.18
5,2.74
4,4.45
1,4.63
1,5.54
2,5.45
0,7.0
5,5.7
3,4.43
2,4.85
5,2.75
1,3.94
3,5.77
3,5.63
2,5.13
3,4.59
3,6.62
2,4.91
0,4.1
4,5.76
0,3.24
2,5.33
4,4.75
3,3.66
5,3.55
5,2.62
5,4.69
5,1.5
0,7.0
0,3.17
5,4.03
5,6.63
3,4.49
1,3.82
0,5.24
0,0.52
5,2.61
2,3.29
1,5.8
3,5.2
5,5.86
0,4.53
3,5.29
3,5.99
2,5.08
2,4.71
3,5.25
4,5.25
5,4.38
3,4.27
1,4.72
1,3.76
5,3.53
1,2.35
5,2.93
2,4.33
3,6.23
5,5.05
3,5.56
4,4.74
5,0.34
2,5.99
3,6.79
4,4.98
3,5.8
4,3.39
3,6.94
3,5.69
5,4.73
4,5.48
3,5.69
4,5.49
1,5.97
1,5.33
1,3.5
1,7.0
2,4.44
3,3.9
0,3.51
5,4.63
3,3.3
2,5.38
1,4.57
2,4.96
2,4.33
4,6.59
4,1.7
1,5.33
3,5.51
1,5.84
3,3.39
4,5.35
5,2.62
2,5.59
5,2.91
2,5.73
1,4.78
5,3.61
3,4.54
4,4.93
3,7.0
3,4.6
5,3.83
2,5.53
3,4.1
5,3.82
4,7.0
5,2.32
4,3.21
3,3.55
1,5.72
2,3.71
0,2.51
1,5.75
2,5.61
1,6.38
0,3.51
5,3.26
4,3.56
3,3.64
0,4.89
0,5.62
0,7.0
1,3.83
1,4.04
0,1.07
4,2.98
3,4.07
1,6.53
4,5.11
2,5.23
1,4.79
1,4.24
4,5.14
0,5.47
5,3.4
1,4.9
0,4.58
2,5.01
1,6.91
0,6.05
5,3.94
3,5.55
0,7.0
5,2.98
1,5.44
5,7.0
3,5.12
2,5.67
5,4.3
2,3.7
2,3.94
2,3.55
3,5.69
0,4.28
1,3.5
4,5.84
3,4.85
2,4.89
1,4.32
1,4.94
2,5.15
1,5.44
0,4.9
1,3.85
0,1.21
4,5.08
2,5.06
5,2.45
2,4.89
1,5.75
2,4.29
1,4.72
5,3.85
1,4.57
0,3.94
2,4.1
5,3.86
4,5.34
1,3.36
0,4.87
5,2.18
5,3.47
3,4.17
5,3.14
4,3.52
2,4.46
1,4.28
0,3.16
1,3.93
0,2.13
5,5.05
5,4.26
3,3.81
4,5.38
2,4.38
1,4.67
2,6.74
4,4.68
2,5.44
2,4.65
1,5.0
0,7.0
0,2.73
3,4.83
4,3.7
4,3.61
4,4.76
4,3.94
2,5.66
1,4.22
4,2.47
5,3.09
2,3.91
3,5.99
1,6.23
2,4.51
4,2.13
0,4.37
5,4.43
2,5.58
4,4.18
4,2.87
3,3.77
2,6.25
2,4.89
5,2.86
4,4.82
4,4.68
2,4.85
2,4.23
5,1.76
0,4.27
3,5.38
2,3.07
1,6.43
5,4.35
2,4.79
0,5.12
3,4.23
5,2.76
4,3.25
4,3.8
3,5.37
0,0.9
2,4.41
1,7.0
4,5.91
3,6.03
0,1.59
0,7.0
1,4.08
5,7.0
1,5.07
1,5.75
1,3.77
4,5.18
3,4.38
4,2.54
0,5.66
4,2.51
2,4.84
5,4.05
0,5.32
5,7.0
1,5.19
5,4.82
2,6.31
2,5.34
3,4.13
0,2.95
4,4.08
2,5.74
1,3.13
4,5.27
3,5.48
4,2.88
0,4.35
2,5.73
4,3.79
4,2.4
1,4.12
2,4.77
4,4.93
2,5.24
5,5.39
1,5.15
5,7.0
4,5.08
5,3.39
1,3.98
1,6.23
4,5.02
3,4.78
1,2.9
1,5.85
3,5.85
4,4.94
4,3.3
2,3.78
5,3.91
5,2.74
1,5.45
4,2.51
3,4.15
4,4.5
1,3.89
3,3.67
3,5.47
5,2.29
5,3.72
1,4.17
0,2.07
5,6.86
2,5.99
5,2.71
0,4.86
3,6.83
2,4.53
0,5.84
0,0.48
1,5.49
0,2.37
2,4.63
1,5.06
4,4.38
4,4.04
3,6.73
2,5.39
4,4.23
3,3.7
4,3.9
0,3.36
2,3.97
3,4.06
5,3.16
0,5.09
0,2.6
4,4.8
4,4.26
5,3.48
5,3.51
4,4.94
1,4.98
4,2.83
4,5.15
4,3.99
2,5.95
2,4.38
1,5.77
0,2.86
1,5.44
2,6.14
4,3.71
2,4.66
2,4.38
2,3.57
4,5.02
1,5.52
2,5.46
1,4.23
5,6.57
3,5.17
5,1.78
0,2.98
0,3.16
3,5.21
1,7.0
1,5.5
5,3.57
0,3.05
5,3.67
2,5.1
1,3.03
1,4.38
2,5.1
4,5.1
3,5.34
5,2.51
2,4.43
1,2.89
3,5.16
2,6.73
4,5.9
3,4.79
2,5.02
4,4.38
1,5.61
1,4.86
2,4.74
1,3.68
3,3.31
0,1.12
0,0.8
1,5.48
1,4.73
0,2.61
5,2.45
5,5.0
2,3.17
0,2.84
1,4.78
0,6.62
1,3.77
2,5.09
1,3.36
4,7.0
3,3.35
2,7.0
0,2.27
3,4.6
3,5.11
2,5.79
3,5.48
1,4.74
0,6.19
3,5.18
1,2.84
0,3.61
2,3.83
0,5.88
5,2.48
4,4.8
2,5.35
3,6.21
2,4.01
4,4.65
5,2.42
0,5.99
1,6.51
0,6.1
4,5.46
1,5.51
4,4.67
4,5.41
5,3.08
4,7.0
5,2.64
4,3.37
4,7.0
2,5.37
5,6.83
1,6.11
0,1.32
1,6.79
1,4.37
3,5.06
3,4.43
4,5.53
2,4.25
3,5.89
4,4.63
3,6.71
5,3.49
2,4.56
5,4.57
5,3.55
2,4.25
1,2.63
4,5.42
3,5.34
5,1.02
3,4.53
2,5.52
3,5.27
1,4.38
5,3.27
0,2.71
1,2.86
4,4.28
4,3.2
0,0.7
5,5.45
0,0.0
4,4.76
5,4.88
4,3.51
0,7.0
3,4.82
3,5.08
2,6.19
2,5.55
1,3.75
4,1.56
5,3.28
0,4.07
1,4.69
2,3.33
0,7.0
5,2.46
2,6.21
2,4.83
1,4.01
0,1.81
0,4.75
1,4.18
3,4.87
5,3.09
1,5.55
4,4.79
2,5.83
5,6.19
0,0.0
5,6.2
0,4.79
1,4.19
1,6.8
5,5.01
1,6.45
5,4.98
1,5.23
4,5.49
0,3.34
5,3.76
4,5.8
1,3.73
1,4.13
4,4.39
1,4.46
2,5.06
5,3.25
5,1.75
0,3.88
3,4.31
0,0.0
5,3.34
5,4.07
4,6.3
1,4.6
5,5.74
0,7.0
0,2.68
2,4.26
0,3.7
4,4.36
4,4.57
5,3.79
4,6.36
0,4.45
2,5.23
4,4.9
3,6.96
0,1.97
4,1.65
2,5.96
3,4.42
1,5.49
3,6.81
1,5.94
4,4.58
5,5.05
4,2.72
4,2.56
0,6.65
1,4.43
5,6.07
5,6.29
2,4.77
2,4.86
1,4.58
2,5.09
2,4.78
1,5.87
4,5.2
0,6.05
3,4.63
5,5.63
4,4.01
0,5.05
2,5.17
4,5.54
5,4.64
0,1.82
3,5.4
1,6.24
1,5.13
5,1.42
3,5.96
1,7.0
5,5.01
0,3.79
5,4.98
4,6.76
5,6.54
4,4.47
3,6.07
1,5.57
1,5.25
3,6.69
5,4.13
2,6.74
5,5.94
5,4.96
0,3.97
2,4.61
3,4.87
3,5.11
5,4.85
4,3.94
1,3.5
5,4.02
1,4.06
4,4.87
3,5.07
0,5.02
3,3.95
5,6.04
2,5.14
2,4.61
1,5.44
2,7.0
4,4.48
2,6.1
3,3.75
1,3.42
2,3.75
0,4.73
0,3.57
2,4.22
2,4.89
5,1.55
3,5.23
1,5.31
0,6.28
5,4.18
5,0.93
2,6.09
1,5.23
2,6.1
5,1.58
5,3.92
2,5.88
1,5.57
0,7.0
5,2.03
0,5.09
0,0.23
2,4.76
2,5.72
3,6.85
4,2.54
2,4.5
3,6.69
2,4.67
4,6.22
5,4.05
3,7.0
5,3.98
2,5.68
1,6.07
0,7.0
1,4.15
4,2.87
3,5.78
3,5.71
2,4.25
2,5.86
3,2.94
2,3.82
1,4.03
1,7.0
1,5.4
1,6.08
5,4.26
5,5.71
3,5.15
3,4.73
4,2.78
5,5.53
5,1.16
0,7.0
2,3.88
0,3.62
5,3.85
4,6.72
4,4.63
2,3.06
5,5.81
1,6.42
1,4.86
2,3.96
2,3.32
4,4.54
4,2.1
3,3.94
2,4.81
5,2.98
4,3.57
0,3.45
1,5.7
2,7.0
5,4.79
5,2.11
1,5.47
0,5.83
2,5.08
4,4.13
2,2.69
3,3.16
3,5.82
5,5.24
4,4.33
3,4.81
5,5.69
1,5.16
5,3.67
5,3.33
0,4.4
0,2.8
2,3.09
1,3.48
5,1.12
2,5.11
2,5.89
3,5.89
2,3.82
2,5.24
2,4.37
0,3.61
4,5.25
1,6.87
2,5.69
2,6.15
1,1.89
3,6.31
0,0.31
0,5.81
3,5.8
0,5.9
3,4.41
3,6.38
0,3.81
2,5.48
4,5.72
1,4.88
5,4.96
2,4.72
3,6.15
3,4.72
5,4.9
4,5.63
4,7.0
3,3.89
3,5.35
2,4.48
4,3.06
4,5.04
4,4.93
0,0.95
4,3.57
3,5.42
5,4.49
0,5.21
2,5.85
4,3.91
0,4.46
3,7.0
4,3.29
2,4.59
5,3.78
1,5.02
2,5.74
3,4.78
4,5.54
3,5.45
1,6.58
3,6.49
3,5.41
5,5.71
3,4.22
3,5.64
0,1.47
4,4.85
1,6.05
1,4.8
3,7.0
4,7.0
3,4.79
3,4.58
2,5.34
3,3.01
4,2.83
2,6.4
5,4.37
3,4.15
5,4.96
1,4.2
0,0.0
2,6.74
3,4.62
4,4.85
3,3.45
5,4.72
4,3.0
5,4.84
2,5.9
1,4.95
4,4.84
3,7.0
3,4.2
5,5.59
4,4.95
3,3.02
0,3.55
0,1.73
5,3.15
3,7.0
0,5.73
3,6.0
3,4.92
5,3.23
4,3.55
4,4.56
1,5.03
0,0.81
3,5.31
4,4.94
2,4.09
4,6.62
5,3.76
5,4.4
5,2.12
1,7.0
3,4.26
0,5.13
5,7.0
2,3.56
0,2.99
5,3.15
4,3.55
2,5.78
1,3.96
3,6.43
4,4.57
2,4.45
4,4.25
3,5.69
0,4.55
2,5.08
0,7.0
0,3.68
5,1.88
0,1.92
5,3.38
1,5.83
2,4.03
2,5.5
5,3.31
1,3.09
1,4.66
2,6.85
4,5.16
4,4.37
5,5.59
5,3.84
2,5.63
4,4.56
3,5.14
2,5.09
4,4.37
0,5.92
3,4.53
5,3.47
2,5.7
0,7.0
3,4.02
2,6.17
4,3.86
2,5.0
5,1.04
2,4.42
1,6.11
1,4.93
5,6.36
0,4.31
2,6.15
1,3.64
5,6.18
3,3.29
3,4.32
4,5.75
3,4.07
4,3.83
0,3.05
4,4.48
2,4.96
2,5.9
2,4.71
3,4.98
4,4.72
1,4.84
5,5.91
2,3.93
0,4.79
4,7.0
4,2.99
2,4.56
1,2.15
2,3.48
2,5.94
3,6.36
5,1.82
4,4.66
1,4.73
5,3.46
5,3.39
5,3.5
1,5.06
3,4.34
3,5.0
4,6.49
0,4.45
4,4.14
1,4.05
0,5.65
0,4.6
4,4.25
1,5.44
4,5.29
1,3.38
1,4.65
5,4.24
0,6.0
0,3.97
3,5.76
2,6.25
3,6.92
1,5.7
0,7.0
3,4.66
1,4.2
5,2.52
0,3.2
1,4.3
1,2.84
5,2.79
0,3.63
1,6.45
2,4.2
4,5.61
3,4.89
4,2.09
3,4.06
2,4.85
0,7.0
5,3.91
1,6.45
3,4.92
5,5.29
0,1.86
1,4.96
5,6.54
4,4.4
3,5.62
4,5.81
4,5.18
0,2.05
2,7.0
0,6.28
1,4.96
2,6.69
5,2.83
2,4.04
1,3.34
2,5.62
5,3.26
4,4.38
0,7.0
5,3.57
5,6.77
5,3.1
5,2.95
1,3.28
1,3.95
2,3.99
0,4.54
1,5.8
4,4.23
1,4.59
1,5.34
1,4.05
2,4.83
4,6.17
2,5.67
0,4.75
0,2.84
2,4.86
1,3.69
2,4.76
0,1.24
5,3.96
3,4.04
2,3.74
0,3.14
3,4.05
1,4.2
1,4.43
0,0.0
4,5.87
4,5.76
5,3.21
0,0.0
0,6.58
0,5.34
5,4.16
3,4.04
2,6.07
2,5.65
4,5.43
4,5.13
2,5.71
2,4.66
3,2.58
3,4.65
4,3.75
0,0.88
2,4.12
0,7.0
1,3.6
5,3.03
1,5.74
1,4.35
2,4.59
5,3.13
0,3.39
2,4.55
0,5.07
4,3.54
3,5.15
3,4.0
3,5.42
1,5.56
1,3.38
3,3.77
3,3.71
2,6.22
2,5.33
5,4.13
4,5.24
2,5.89
0,3.01
0,0.0
1,4.37
4,4.68
3,5.11
1,4.3
1,3.78
3,6.14
0,5.59
5,3.93
0,3.61
2,6.58
2,4.02
0,1.21
3,5.57
0,4.24
0,0.77
3,5.38
0,4.85
1,3.93
5,4.29
1,4.41
3,5.08
0,2.38
0,3.56
1,6.34
5,5.05
4,5.32
4,2.11
0,7.0
4,3.96
5,4.1
3,2.94
2,5.48
2,5.17
5,4.9
5,3.71
2,4.55
1,6.73
0,1.08
0,1.05
0,0.09
1,4.44
0,1.27
3,7.0
1,3.9
1,5.28
1,1.94
3,4.81
3,5.7
0,2.37
0,4.24
4,3.67
4,5.34
3,4.16
5,4.67
3,6.02
3,6.5
3,3.78
1,6.66
1,5.62
5,5.35
2,4.17
1,4.08
5,5.08
5,6.15
4,6.87
2,5.89
5,3.09
1,4.92
0,3.78
2,3.93
0,5.31
0,6.61
5,2.95
5,2.04
4,4.65
2,4.39
1,5.02
1,4.99
4,4.01
1,3.85
1,4.14
2,4.3
1,5.75
0,5.27
1,4.64
2,3.26
5,3.33
0,4.28
2,4.14
3,4.52
2,5.98
5,1.83
1,4.11
5,1.69
1,5.0
0,2.58
5,5.85
2,3.82
5,2.99
2,4.66
4,6.97
3,4.72
0,2.53
3,6.72
0,3.65
3,4.76
2,5.0
4,7.0
5,1.99
3,5.56
2,5.52
0,0.5
4,3.96
5,4.1
5,2.82
0,4.63
2,5.27
5,2.76
1,3.29
0,5.14
2,4.56
4,3.97
1,4.73
1,4.72
5,5.78
5,3.01
5,5.43
2,5.61
2,4.16
0,7.0
0,7.0
4,5.08
2,4.88
1,4.21
0,2.72
5,4.32
0,1.83
5,3.45
3,5.19
0,5.48
2,4.57
1,3.43
5,7.0
0,6.75
5,3.9
0,7.0
4,5.89
4,4.82
2,5.28
5,7.0
0,3.38
5,3.12
5,4.86
4,5.25
1,6.95
4,5.64
3,5.52
3,4.68
3,5.32
2,5.73
5,3.37
4,4.29
3,4.01
4,4.47
5,4.75
1,2.32
2,5.91
1,3.25
3,6.41
5,5.44
2,5.21
0,3.99
1,6.53
1,4.65
5,5.23
3,5.26
4,2.67
2,4.34
3,4.73
3,6.09
3,4.56
3,4.97
2,5.58
0,7.0
1,2.95
0,0.0
0,2.08
2,4.99
2,5.86
4,2.83
2,4.89
5,3.37
5,4.35
5,4.87
1,6.56
5,1.47
1,4.45
2,4.88
5,2.79
2,4.81
3,5.09
0,5.46
5,2.33
4,5.11
1,7.0
2,4.61
1,3.26
5,5.04
5,2.53
0,4.74
1,4.91
3,5.52
1,4.65
3,5.61
3,5.74
0,6.13
0,0.85
4,4.75
5,3.67
5,6.88
5,2.59
3,3.15
2,5.22
3,1.95
5,4.36
1,2.48
0,3.91
1,6.46
3,4.04
5,4.18
0,0.0
5,3.28
5,5.57
5,4.16
1,5.55
4,4.63
0,1.02
2,4.42
4,3.95
3,4.99
5,2.97
0,5.01
2,6.22
4,3.96
0,5.51
3,6.9
0,4.98
2,6.13
1,4.57
4,5.36
1,6.57
4,4.33
1,3.71
0,7.0
4,3.99
5,4.56
3,4.31
4,3.96
1,6.03
4,4.77
4,5.43
3,3.37
0,2.06
5,3.8
1,5.96
0,2.65
5,3.81
2,6.59
0,5.9
2,4.03
1,3.77
4,4.73
5,2.27
5,5.43
4,2.98
3,4.68
4,4.69
5,3.45
0,3.93
5,4.54
2,3.51
3,4.78
1,5.74
1,3.95
1,3.82
4,5.2
3,3.45
5,3.36
5,4.29
3,4.67
2,4.4
3,4.99
0,5.3
5,3.16
0,7.0
3,3.0
4,5.68
